gas_cost,volatility,reward_kind,inventory_phi,agent,mean_pnl,std_pnl,median_pnl,skew_pnl,kurt_pnl,profitable_frac,mean_spread,spread_std_within,spread_std_between,mean_center,center_std_within,center_std_between,rebalances_per_ep,rebalance_rate_pct,deploy_mean_center,deploy_center_std_within,deploy_center_std_between,deploys_per_ep,attrib_hodl,attrib_fees,attrib_il,attrib_gas,risk_profile
6,0.02,inventory,80.0,PPO_narrow,0.0,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,phi=80
6,0.025,inventory,20.0,DeployWide,0.81,18.36,4.94,-1.03,1.35,0.656,30.0,0.0,0.0,5.466,84.24,130.884,0.0,0.0,0.0,0.0,0.0,1.0,-0.55,11.03,9.67,0.0,phi=20
6,0.025,inventory,20.0,ArrivalRebalance,-25.43,23.06,-24.65,-0.43,0.92,0.119,2.0,0.0,0.0,0.793,43.337,18.484,6.0,0.6,0.0,0.0,0.0,7.0,-0.66,37.46,26.25,35.98,phi=20
6,0.025,inventory,20.0,DeployNarrow,2.89,19.43,4.84,-0.73,1.23,0.674,2.0,0.0,0.0,5.466,84.24,130.884,0.0,0.0,0.0,0.0,0.0,1.0,-0.51,13.44,10.05,0.0,phi=20
6,0.025,inventory,20.0,CDM,-11.95,25.64,-3.92,-1.81,5.02,0.3,1.027,0.549,0.044,-22.59,83.829,125.397,1.86,0.19,-12.124,3.023,2.764,2.86,-0.01,10.72,11.49,11.17,phi=20
6,0.025,inventory,20.0,PPO,1.66,7.48,0.51,-0.77,2.95,0.542,14.633,0.0,4.166,-6.618,19.581,65.375,0.0,0.0,-3.793,0.0,3.934,0.79,-0.16,4.87,3.04,0.0,phi=20
6,0.025,inventory,20.0,PPO_narrow,2.88,8.23,0.9,0.07,2.52,0.567,1.999,0.0,0.036,-3.17,17.286,62.496,0.01,0.05,0.203,0.025,1.187,0.78,-0.05,6.12,3.16,0.03,phi=20
6,0.025,inventory,50.0,DeployWide,0.81,18.36,4.94,-1.03,1.35,0.656,30.0,0.0,0.0,5.466,84.24,130.884,0.0,0.0,0.0,0.0,0.0,1.0,-0.55,11.03,9.67,0.0,phi=50
6,0.025,inventory,50.0,ArrivalRebalance,-25.43,23.06,-24.65,-0.43,0.92,0.119,2.0,0.0,0.0,0.793,43.337,18.484,6.0,0.6,0.0,0.0,0.0,7.0,-0.66,37.46,26.25,35.98,phi=50
6,0.025,inventory,50.0,DeployNarrow,2.89,19.43,4.84,-0.73,1.23,0.674,2.0,0.0,0.0,5.466,84.24,130.884,0.0,0.0,0.0,0.0,0.0,1.0,-0.51,13.44,10.05,0.0,phi=50
6,0.025,inventory,50.0,CDM,-11.95,25.64,-3.92,-1.81,5.02,0.3,1.027,0.549,0.044,-22.59,83.829,125.397,1.86,0.19,-12.124,3.023,2.764,2.86,-0.01,10.72,11.49,11.17,phi=50
6,0.025,inventory,50.0,PPO,0.55,3.06,0.0,0.01,10.84,0.212,15.884,0.0,6.466,-10.743,0.086,48.395,0.0,0.0,-0.257,0.0,1.918,0.27,0.0,1.32,0.76,0.0,phi=50
6,0.025,inventory,50.0,PPO_narrow,0.0,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,phi=50
6,0.025,inventory,80.0,DeployWide,0.81,18.36,4.94,-1.03,1.35,0.656,30.0,0.0,0.0,5.466,84.24,130.884,0.0,0.0,0.0,0.0,0.0,1.0,-0.55,11.03,9.67,0.0,phi=80
6,0.025,inventory,80.0,ArrivalRebalance,-25.43,23.06,-24.65,-0.43,0.92,0.119,2.0,0.0,0.0,0.793,43.337,18.484,6.0,0.6,0.0,0.0,0.0,7.0,-0.66,37.46,26.25,35.98,phi=80
6,0.025,inventory,80.0,DeployNarrow,2.89,19.43,4.84,-0.73,1.23,0.674,2.0,0.0,0.0,5.466,84.24,130.884,0.0,0.0,0.0,0.0,0.0,1.0,-0.51,13.44,10.05,0.0,phi=80
6,0.025,inventory,80.0,CDM,-11.95,25.64,-3.92,-1.81,5.02,0.3,1.027,0.549,0.044,-22.59,83.829,125.397,1.86,0.19,-12.124,3.023,2.764,2.86,-0.01,10.72,11.49,11.17,phi=80
6,0.025,inventory,80.0,PPO,0.0,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,phi=80
6,0.025,inventory,80.0,PPO_narrow,-0.06,3.36,0.0,-3.82,55.82,0.065,2.0,0.0,0.0,-77.096,34.084,85.799,0.01,0.12,-6.835,0.165,5.813,0.22,-0.02,0.57,0.54,0.07,phi=80
6,0.03,inventory,20.0,DeployWide,-2.12,20.71,3.51,-1.21,1.6,0.622,30.0,0.0,0.0,6.296,96.948,150.88,0.0,0.0,0.0,0.0,0.0,1.0,-0.66,10.12,11.58,0.0,phi=20
6,0.03,inventory,20.0,ArrivalRebalance,-34.61,25.82,-31.0,-0.82,1.67,0.064,2.0,0.0,0.0,1.055,46.168,21.107,6.0,0.6,0.0,0.0,0.0,7.0,-1.04,34.6,32.17,36.0,phi=20
6,0.03,inventory,20.0,DeployNarrow,0.1,21.61,4.59,-0.99,1.41,0.639,2.0,0.0,0.0,6.296,96.948,150.88,0.0,0.0,0.0,0.0,0.0,1.0,-0.61,12.69,11.99,0.0,phi=20
6,0.03,inventory,20.0,CDM,-3.53,20.22,0.0,-1.05,1.7,0.46,1.001,0.022,0.004,-8.544,96.949,150.837,0.05,0.0,-14.384,0.164,0.74,1.05,-0.0,8.65,11.89,0.29,phi=20
6,0.03,inventory,20.0,PPO,0.36,4.46,0.0,-1.35,8.18,0.239,11.308,0.0,1.945,-1.241,0.726,53.712,0.0,0.0,4.272,0.0,6.342,0.37,0.02,1.55,1.2,0.0,phi=20
6,0.03,inventory,20.0,PPO_narrow,1.2,7.29,0.0,-0.63,4.85,0.408,2.0,0.0,0.0,-3.659,12.586,64.622,0.0,0.0,1.016,0.0,0.215,0.58,-0.15,4.11,2.76,0.0,phi=20
6,0.03,inventory,50.0,DeployWide,-2.12,20.71,3.51,-1.21,1.6,0.622,30.0,0.0,0.0,6.296,96.948,150.88,0.0,0.0,0.0,0.0,0.0,1.0,-0.66,10.12,11.58,0.0,phi=50
6,0.03,inventory,50.0,ArrivalRebalance,-34.61,25.82,-31.0,-0.82,1.67,0.064,2.0,0.0,0.0,1.055,46.168,21.107,6.0,0.6,0.0,0.0,0.0,7.0,-1.04,34.6,32.17,36.0,phi=50
6,0.03,inventory,50.0,DeployNarrow,0.1,21.61,4.59,-0.99,1.41,0.639,2.0,0.0,0.0,6.296,96.948,150.88,0.0,0.0,0.0,0.0,0.0,1.0,-0.61,12.69,11.99,0.0,phi=50
6,0.03,inventory,50.0,CDM,-3.53,20.22,0.0,-1.05,1.7,0.46,1.001,0.022,0.004,-8.544,96.949,150.837,0.05,0.0,-14.384,0.164,0.74,1.05,-0.0,8.65,11.89,0.29,phi=50
6,0.03,inventory,50.0,PPO,0.0,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,phi=50
6,0.03,inventory,50.0,PPO_narrow,0.0,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,phi=50
6,0.03,inventory,80.0,DeployWide,-2.12,20.71,3.51,-1.21,1.6,0.622,30.0,0.0,0.0,6.296,96.948,150.88,0.0,0.0,0.0,0.0,0.0,1.0,-0.66,10.12,11.58,0.0,phi=80
6,0.03,inventory,80.0,ArrivalRebalance,-34.61,25.82,-31.0,-0.82,1.67,0.064,2.0,0.0,0.0,1.055,46.168,21.107,6.0,0.6,0.0,0.0,0.0,7.0,-1.04,34.6,32.17,36.0,phi=80
6,0.03,inventory,80.0,DeployNarrow,0.1,21.61,4.59,-0.99,1.41,0.639,2.0,0.0,0.0,6.296,96.948,150.88,0.0,0.0,0.0,0.0,0.0,1.0,-0.61,12.69,11.99,0.0,phi=80
6,0.03,inventory,80.0,CDM,-3.53,20.22,0.0,-1.05,1.7,0.46,1.001,0.022,0.004,-8.544,96.949,150.837,0.05,0.0,-14.384,0.164,0.74,1.05,-0.0,8.65,11.89,0.29,phi=80
6,0.03,inventory,80.0,PPO,0.0,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,phi=80
6,0.03,inventory,80.0,PPO_narrow,0.0,0.0,0.0,,,0.0,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,phi=80
6,0.005,inventory,80.0,DeployWide,18.85,12.93,17.96,0.16,-0.74,0.938,30.0,0.0,0.0,0.995,18.672,28.608,0.0,0.0,0.0,0.0,0.0,1.0,-0.11,20.64,1.68,0.0,phi=80
6,0.005,inventory,80.0,ArrivalRebalance,30.21,20.48,28.02,0.5,0.21,0.952,2.0,0.0,0.0,0.489,15.056,7.782,3.0,0.3,0.0,0.0,0.0,4.0,-0.17,52.18,3.8,18.0,phi=80
6,0.005,inventory,80.0,DeployNarrow,23.35,19.68,19.64,0.98,1.19,0.932,2.0,0.0,0.0,0.995,18.672,28.608,0.0,0.0,0.0,0.0,0.0,1.0,-0.1,25.46,2.01,0.0,phi=80
6,0.005,inventory,80.0,CDM,15.87,11.71,16.39,-0.2,-0.23,0.909,29.903,1.624,0.053,0.15,11.561,5.87,3.02,0.3,-3.949,6.306,1.264,4.02,-0.11,36.99,2.9,18.11,phi=80
6,0.005,inventory,80.0,PPO,18.71,14.59,15.94,0.71,0.05,0.971,16.119,0.526,0.906,-19.962,17.522,18.661,1.07,10.75,-6.86,0.425,0.56,2.08,-0.04,27.33,2.13,6.45,phi=80
6,0.005,inventory,80.0,PPO_narrow,28.72,22.04,24.11,0.85,0.45,0.942,2.0,0.0,0.0,-16.335,17.448,17.883,1.86,18.61,-0.857,0.425,0.523,2.86,-0.03,43.13,3.21,11.17,phi=80
6,0.01,inventory,20.0,DeployWide,12.78,13.92,11.96,0.16,0.04,0.838,30.0,0.0,0.0,2.109,36.827,56.631,0.0,0.0,0.0,0.0,0.0,1.0,-0.22,16.69,3.68,0.0,phi=20
6,0.01,inventory,20.0,ArrivalRebalance,12.25,19.58,11.03,0.48,0.52,0.724,2.0,0.0,0.0,0.22,25.849,10.697,4.51,0.45,0.0,0.0,0.0,5.51,-0.41,48.57,8.84,27.06,phi=20
6,0.01,inventory,20.0,DeployNarrow,15.85,16.96,13.6,0.59,0.63,0.853,2.0,0.0,0.0,2.109,36.827,56.631,0.0,0.0,0.0,0.0,0.0,1.0,-0.2,20.1,4.04,0.0,phi=20
6,0.01,inventory,20.0,CDM,-6.43,19.56,-5.41,-0.36,0.26,0.389,29.914,1.53,0.046,0.101,13.449,4.307,7.58,0.76,-1.99,4.91,0.643,8.57,-0.22,49.72,10.48,45.45,phi=20
6,0.01,inventory,20.0,PPO,16.8,17.07,14.53,0.7,1.16,0.845,6.745,2.99,5.882,-26.577,34.339,37.594,0.98,9.84,-1.532,0.911,1.062,1.98,-0.2,28.39,5.49,5.9,phi=20
6,0.01,inventory,20.0,PPO_narrow,19.25,17.38,16.66,0.6,0.35,0.912,1.998,0.003,0.025,-26.837,34.862,36.408,1.23,12.34,-0.274,0.292,0.419,2.23,-0.02,32.81,6.13,7.4,phi=20
6,0.01,inventory,50.0,DeployWide,12.78,13.92,11.96,0.16,0.04,0.838,30.0,0.0,0.0,2.109,36.827,56.631,0.0,0.0,0.0,0.0,0.0,1.0,-0.22,16.69,3.68,0.0,phi=50
6,0.01,inventory,50.0,ArrivalRebalance,12.25,19.58,11.03,0.48,0.52,0.724,2.0,0.0,0.0,0.22,25.849,10.697,4.51,0.45,0.0,0.0,0.0,5.51,-0.41,48.57,8.84,27.06,phi=50
6,0.01,inventory,50.0,DeployNarrow,15.85,16.96,13.6,0.59,0.63,0.853,2.0,0.0,0.0,2.109,36.827,56.631,0.0,0.0,0.0,0.0,0.0,1.0,-0.2,20.1,4.04,0.0,phi=50
6,0.01,inventory,50.0,CDM,-6.43,19.56,-5.41,-0.36,0.26,0.389,29.914,1.53,0.046,0.101,13.449,4.307,7.58,0.76,-1.99,4.91,0.643,8.57,-0.22,49.72,10.48,45.45,phi=50
6,0.01,inventory,50.0,PPO,12.8,13.74,11.44,0.51,0.54,0.87,19.544,2.057,2.772,-32.596,34.498,35.505,1.31,13.08,-5.126,1.138,1.422,2.31,-0.06,26.08,5.37,7.85,phi=50
6,0.01,inventory,50.0,PPO_narrow,10.88,11.24,8.83,0.83,1.2,0.875,2.0,0.0,0.0,-11.534,19.532,30.33,0.53,5.3,0.268,0.696,1.563,1.51,-0.13,17.36,3.17,3.18,phi=50
6,0.01,inventory,80.0,DeployWide,12.78,13.92,11.96,0.16,0.04,0.838,30.0,0.0,0.0,2.109,36.827,56.631,0.0,0.0,0.0,0.0,0.0,1.0,-0.22,16.69,3.68,0.0,phi=80
6,0.01,inventory,80.0,ArrivalRebalance,12.25,19.58,11.03,0.48,0.52,0.724,2.0,0.0,0.0,0.22,25.849,10.697,4.51,0.45,0.0,0.0,0.0,5.51,-0.41,48.57,8.84,27.06,phi=80
6,0.01,inventory,80.0,DeployNarrow,15.85,16.96,13.6,0.59,0.63,0.853,2.0,0.0,0.0,2.109,36.827,56.631,0.0,0.0,0.0,0.0,0.0,1.0,-0.2,20.1,4.04,0.0,phi=80
6,0.01,inventory,80.0,CDM,-6.43,19.56,-5.41,-0.36,0.26,0.389,29.914,1.53,0.046,0.101,13.449,4.307,7.58,0.76,-1.99,4.91,0.643,8.57,-0.22,49.72,10.48,45.45,phi=80
6,0.01,inventory,80.0,PPO,4.14,4.07,3.55,0.34,0.01,0.864,19.644,0.04,3.031,-7.595,2.717,29.99,0.02,0.18,-3.521,0.05,2.992,0.96,-0.03,5.33,1.05,0.11,phi=80
6,0.01,inventory,80.0,PPO_narrow,6.62,7.05,5.31,1.03,1.26,0.843,1.998,0.002,0.028,-4.741,3.489,29.07,0.1,1.03,-0.986,0.055,3.566,1.05,-0.04,8.77,1.49,0.62,phi=80
6,0.015,inventory,20.0,DeployWide,7.94,14.66,8.43,-0.31,0.5,0.765,30.0,0.0,0.0,3.262,54.021,83.384,0.0,0.0,0.0,0.0,0.0,1.0,-0.33,13.96,5.69,0.0,phi=20
6,0.015,inventory,20.0,ArrivalRebalance,-0.89,19.65,-1.07,0.13,0.6,0.475,2.0,0.0,0.0,0.936,33.21,13.222,5.04,0.5,0.0,0.0,0.0,6.04,-0.28,44.25,14.61,30.24,phi=20
6,0.015,inventory,20.0,DeployNarrow,10.72,16.94,10.58,0.15,0.77,0.791,2.0,0.0,0.0,3.262,54.021,83.384,0.0,0.0,0.0,0.0,0.0,1.0,-0.31,17.09,6.06,0.0,phi=20
6,0.015,inventory,20.0,CDM,-41.79,27.45,-39.3,-0.44,0.24,0.048,29.894,1.671,0.076,0.163,14.332,4.112,12.23,1.22,-1.57,4.386,0.706,13.23,-0.34,53.32,21.41,73.37,phi=20
6,0.015,inventory,20.0,PPO,7.56,14.69,6.65,-0.09,0.97,0.75,20.569,0.887,2.094,-37.21,51.563,57.69,0.83,8.32,-3.835,0.962,1.28,1.83,-0.17,20.5,7.78,4.99,phi=20
6,0.015,inventory,20.0,PPO_narrow,8.95,12.43,7.85,0.43,1.22,0.807,2.0,0.0,0.0,-18.976,38.959,54.603,0.36,3.6,0.247,0.354,2.17,1.35,-0.08,16.86,5.68,2.16,phi=20
6,0.015,inventory,50.0,DeployWide,7.94,14.66,8.43,-0.31,0.5,0.765,30.0,0.0,0.0,3.262,54.021,83.384,0.0,0.0,0.0,0.0,0.0,1.0,-0.33,13.96,5.69,0.0,phi=50
6,0.015,inventory,50.0,ArrivalRebalance,-0.89,19.65,-1.07,0.13,0.6,0.475,2.0,0.0,0.0,0.936,33.21,13.222,5.04,0.5,0.0,0.0,0.0,6.04,-0.28,44.25,14.61,30.24,phi=50
6,0.015,inventory,50.0,DeployNarrow,10.72,16.94,10.58,0.15,0.77,0.791,2.0,0.0,0.0,3.262,54.021,83.384,0.0,0.0,0.0,0.0,0.0,1.0,-0.31,17.09,6.06,0.0,phi=50
6,0.015,inventory,50.0,CDM,-41.79,27.45,-39.3,-0.44,0.24,0.048,29.894,1.671,0.076,0.163,14.332,4.112,12.23,1.22,-1.57,4.386,0.706,13.23,-0.34,53.32,21.41,73.37,phi=50
6,0.015,inventory,50.0,PPO,3.4,4.96,2.82,0.27,1.62,0.737,20.943,0.0,8.941,-7.621,6.035,41.903,0.0,0.0,-0.011,0.0,1.451,0.87,-0.03,5.01,1.58,0.0,phi=50
6,0.015,inventory,50.0,PPO_narrow,4.84,6.92,2.88,1.21,3.67,0.724,2.0,0.0,0.0,-5.843,5.473,41.453,0.0,0.0,0.306,0.0,1.539,0.85,-0.03,6.83,1.96,0.0,phi=50
6,0.015,inventory,80.0,DeployWide,7.94,14.66,8.43,-0.31,0.5,0.765,30.0,0.0,0.0,3.262,54.021,83.384,0.0,0.0,0.0,0.0,0.0,1.0,-0.33,13.96,5.69,0.0,phi=80
6,0.015,inventory,80.0,ArrivalRebalance,-0.89,19.65,-1.07,0.13,0.6,0.475,2.0,0.0,0.0,0.936,33.21,13.222,5.04,0.5,0.0,0.0,0.0,6.04,-0.28,44.25,14.61,30.24,phi=80
6,0.015,inventory,80.0,DeployNarrow,10.72,16.94,10.58,0.15,0.77,0.791,2.0,0.0,0.0,3.262,54.021,83.384,0.0,0.0,0.0,0.0,0.0,1.0,-0.31,17.09,6.06,0.0,phi=80
6,0.015,inventory,80.0,CDM,-41.79,27.45,-39.3,-0.44,0.24,0.048,29.894,1.671,0.076,0.163,14.332,4.112,12.23,1.22,-1.57,4.386,0.706,13.23,-0.34,53.32,21.41,73.37,phi=80
6,0.015,inventory,80.0,PPO,1.8,3.43,0.54,0.17,1.12,0.555,21.971,0.023,5.213,-10.79,0.511,40.785,0.0,0.02,-3.4,0.004,2.968,0.69,-0.0,2.93,1.11,0.01,phi=80
6,0.015,inventory,80.0,PPO_narrow,2.92,5.43,0.64,1.38,3.26,0.527,2.0,0.0,0.0,-8.314,1.793,39.67,0.02,0.22,0.961,0.039,0.393,0.64,-0.02,4.53,1.46,0.13,phi=80
6,0.02,inventory,20.0,DeployWide,4.09,16.27,6.27,-0.74,0.98,0.689,30.0,0.0,0.0,4.404,69.875,108.286,0.0,0.0,0.0,0.0,0.0,1.0,-0.44,12.22,7.69,0.0,phi=20
6,0.02,inventory,20.0,ArrivalRebalance,-15.46,20.66,-15.26,-0.25,0.74,0.219,2.0,0.0,0.0,0.678,39.307,16.048,5.81,0.58,0.0,0.0,0.0,6.81,-0.3,40.28,20.6,34.84,phi=20
6,0.02,inventory,20.0,DeployNarrow,6.48,17.95,7.58,-0.3,0.96,0.73,2.0,0.0,0.0,4.404,69.875,108.286,0.0,0.0,0.0,0.0,0.0,1.0,-0.41,14.95,8.07,0.0,phi=20
6,0.02,inventory,20.0,CDM,-136.07,98.0,-104.69,-1.63,3.15,0.004,29.579,3.139,0.405,0.123,14.803,4.364,25.45,2.54,-2.759,5.24,1.739,26.45,-0.44,50.04,32.97,152.69,phi=20
6,0.02,inventory,20.0,PPO,3.32,8.36,3.27,-0.34,0.96,0.727,15.131,0.001,5.775,-2.615,24.286,61.984,0.0,0.01,1.368,0.001,4.38,0.96,-0.04,6.99,3.63,0.01,phi=20
6,0.02,inventory,20.0,PPO_narrow,4.05,8.34,2.99,0.34,1.62,0.697,2.0,0.0,0.0,-3.649,17.206,56.675,0.0,0.0,-0.079,0.0,0.93,0.91,-0.14,7.19,3.0,0.0,phi=20
